stage,experiment,kernel,degree,C,gamma,class_weight,train_time_sec,support_vectors,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,val_inference_ms_per_image
Phase 2-New,TN3 - class_weight=None,linear,,0.1,N/A,None,2.393017099937424,4514,0.9672330097087378,0.9852882200430461,0.9651999645159731,0.9730035022662098,0.967170726855738,1.4872121360736168
Phase 2-New,TN3 - class_weight=balanced,linear,,0.1,N/A,balanced,2.3678050998132676,4514,0.9672330097087378,0.9852882200430461,0.9651999645159731,0.9730035022662098,0.967170726855738,1.4965366504326896
Phase 2-New,TN3 - class_weight=custom_dict,linear,,0.1,N/A,custom_dict,2.386483399895951,4514,0.9672330097087378,0.9852882200430461,0.9651999645159731,0.9730035022662098,0.967170726855738,1.4326354368359249
